population,deltafitness
aLHmX_Inn,0.063220716
aLHmX_Inn,0.084309753
aLHmX_Inn,0.142208814
aLHmX_Inn,0.085574305
aLHmX_Inn,0.032716037
aLHmX_Inn,0.007931514
aLHmX_Inn,0.083132149
aLHmX_Inn,0.011841061
aLHmX_Inn,0.066550496
aLHmX_Inn,0.022149365
aLHmX_Inn,0.152316697
aLHmX_Inn,-0.029502379
aLHmX_Inn,0.073356634
aLHmX_Inn,0.025163283
aLHmX_Inn,0.070646897
aLHmX_Inn,0.001654208
aLHmX_Inn,0.146859474
aLHmX_Inn,0.065770231
aLHmX_Inn,0.147029928
aLHmX_Inn,0.083955437
aLHmX_Inn,0.135495804
aLHmX_Inn,0.111155579
aLHmX_Inn,0.048546315
aLHmX_Inn,0.025432993
aLHmX_Inn,0.20514175
aLHmX_Inn,0.114394994
aLHmX_Inn,0.099410809
aLHmX_Inn,0.165061105
aLHmX_Inn,0.030249885
aLHmX_Inn,0.125886617
aLHmX_Inn,0.174502218
aLHmX_Inn,0.157975253
aLHmX_Inn,0.135510116
aLHmX_Inn,0.094694364
aLHmX_Inn,0.120706658
aLHmX_Inn,0.062690292
aLHmX_Inn,0.154668922
aLHmX_Inn,0.092942382
aLHmX_Inn,0.123384141
aLHmX_Inn,0.204811669
aLHmX_Inn,-0.016907231
aLHmX_Inn,0.04037959
aLHmX_Inn,0.155387317
aLHmX_Inn,0.09318846
aLHmX_Inn,0.078340727
aLHmX_Inn,0.11561129
aLHmX_Inn,0.024427979
aLHmX_Inn,0.077746111
aLHmX_Inn,0.029814544
aLHmX_Inn,-0.012716162
aLHmX_Inn,0.056223194
aLHmX_Inn,0.09257723
aLHmX_Inn,-0.047580298
aLHmX_Inn,0.054571935
aLHmX_Inn,0.098204859
aLHmX_Inn,0.064537186
aLHmX_Inn,0.08679187
aLHmX_Inn,0.099081016
aLHmX_Inn,0.060283448
aLHmX_Inn,-0.001749498
aLHmX_Inn,0.079045491
aLHmX_Inn,0.087000805
aLHmX_Inn,0.106816387
aLHmX_Inn,0.04408685
aLHmX_Inn,0.108822217
aLHmX_Inn,0.017929692
aLHmX_Inn,-0.047802636
aLHmX_Inn,0.028674223
aLHmX_Inn,0.168256978
aLHmX_Inn,0.059481716
aLHmX_Inn,0.072388008
aLHmX_Inn,0.122974372
aLHmX_Inn,0.083121539
aLHmX_Inn,0.087529871
aLHmX_Inn,0.215578787
aLHmX_Inn,0.135493135
aLHmX_Inn,-0.006447046
aLHmX_Inn,0.040108121
aLHmX_Inn,0.025534946
aLHmX_Inn,0.087476407
aLHmX_Inn,-0.05133488
aLHmX_Inn,0.124303858
aLHmX_Inn,0.079255124
aLHmX_Inn,0.023889011
aLHmX_Inn,0.085068051
aLHmX_Inn,0.006776228
aLHmX_Inn,0.23382313
